tchr,g,uid,pr_raw,pr_prcnt,(1.MD.UR_L)r,(2.MD.UR.pr)r,(3.MD.UR.pr) r   ,(5.MS.UR.pr)r,(6.MS.UR.pr)r,(7.MS.UR.pr)r,(10.MD.NUR.pr)r,(11.MD.NUR.pr)r ,(12.MD.NUR_L)r ,(14.MS.NUR.pr)r   ,(15.MS.NUR.pr)r   ,(16.MS.NUR_L)r  ,(19.ND.NUR.pr)r   ,(20.ND.NUR.pr)r  ,(21.ND.NUR_L)r   ,(25.NS.NUR.pr)r   ,(26.NS.NUR.pr)r   ,(27.NS.NUR.pr)r  ,(32.MT.UR.pr)r   ,(33.MT.UR.pr)r  ,(34.MT.UR_L)r  ,(38.MT.NUR.pr)r ,(39.MT.NUR.pr)r  ,(40.MT.NUR_L)r 
Ms. Pearson,7,9356,24,100.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Cabezas and Ms. James,6,9358,8,33.30%,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Ms. Pearson,8,9384,24,100.00%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Pearson,4,9388,5,20.80%,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ms. Jander,3,25061,5,20.80%,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Novack,7,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Pearson,8,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Ms. Cabezas and Ms. James,6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ms. Cabezas and Ms. James,6,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Cabezas and Ms. James,6,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
Ms. Cabezas and Ms. James,6,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Wierzbinski,5,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
Ms. Giddens,8,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mr. Huddell,4,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Huddell,4,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
Ms. Giddens,8,,,,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
Ms. Novack,7,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ms. Trombino,6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
